"channel","reference","start","end","identity"
"3","KC242793|1Eko|Gabon|1996","10489","10967","0.918200408997955"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10503","10967","0.930672268907563"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","5292","5779","0.9375"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","6523","6998","0.8062015503875969"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4892","5366","0.9101796407185628"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11654","12115","0.9023354564755839"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10499","10967","0.9304703476482618"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","16095","16566","0.8785425101214575"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8902","9368","0.9373695198329853"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","858","1346","0.9019607843137255"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11654","12130","0.95"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","859","1340","0.9251012145748988"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8901","9364","0.9404255319148936"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8891","9365","0.8795918367346939"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","7336","7798","0.9205020920502092"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","18434","18911","0.8904665314401623"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","4871","5251","0.8979591836734694"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","873","1349","0.9233954451345756"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","16521","16971","0.8215767634854771"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","5363","5779","0.8953488372093024"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","16902","17361","0.9260869565217391"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","12840","13328","0.914"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","11651","12145","0.9383697813121272"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","9278","9787","0.9383429672447013"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","435","919","0.9221556886227545"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","17714","18180","0.86875"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","14076","14560","0.8942115768463074"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","1684","2166","0.8953722334004024"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","13674","14115","0.91792656587473"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","8891","9368","0.8812877263581489"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","16490","16971","0.9490835030549898"
