"channel","reference","start","end","identity"
"1","KC242793|1Eko|Gabon|1996","8515","8908","0.8962962962962963"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","16116","16575","0.8680851063829788"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","434","929","0.9087378640776699"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","6122","6590","0.9224318658280922"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","9280","9781","0.8730769230769231"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","6537","7008","0.9081419624217119"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8913","9365","0.935064935064935"
"3","KC242784|9_Luebo|DRC|2007","873","1342","0.8020618556701031"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","13663","14156","0.8873517786561265"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","9268","9781","0.9089184060721063"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","5290","5779","0.9345238095238095"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4871","5366","0.9429133858267716"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4871","5366","0.8966202783300199"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10511","10967","0.9545454545454546"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","858","1341","0.8644400785854617"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","13678","14144","0.9008438818565401"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4881","5366","0.8284023668639053"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4871","5354","0.8934426229508197"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4871","5350","0.8977955911823647"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","13670","14156","0.922"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","860","1349","0.918"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4871","5351","0.8893360160965795"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","859","1338","0.9310344827586207"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11246","11717","0.8902195608782435"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","1251","1753","0.9488188976377953"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","885","1302","0.9078341013824884"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4505","4970","0.8506224066390041"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11713","12145","0.8590308370044053"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","13678","14089","0.9012048192771084"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10499","10967","0.8961303462321792"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10489","10967","0.9124236252545825"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","8898","9368","0.9184100418410042"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","858","1347","0.8862745098039215"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4871","5351","0.9213709677419355"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10489","10952","0.9038854805725971"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","4886","5363","0.926829268292683"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","11658","12145","0.8944223107569721"
"3","KJ660347|Makona-Gueckedou-C07|Guinea|2014-01-20","10503","10967","0.9190871369294605"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","8901","9368","0.9161425576519916"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","9268","9777","0.8113207547169812"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","438","919","0.9290060851926978"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","6526","6997","0.9045643153526971"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","8891","9366","0.9048582995951417"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","3694","4158","0.8997912317327766"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","8573","8991","0.9436619718309859"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","16490","16961","0.8947368421052632"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","4887","5351","0.8821052631578947"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","13671","13927","0.9883720930232558"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","6523","6997","0.8944099378881988"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","12844","13332","0.9103585657370518"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","7324","7798","0.9046653144016227"
"1","KR063671|Yambuku-Mayinga|DRC|1976-10-01","9268","9777","0.9118773946360154"
"1","KC242792|Gabon|Gabon|1994","10491","10967","0.9266802443991853"
